Month,Product,Size,Forecasted_Sales,Lower_Bound,Upper_Bound
2025-09-01,ALF Jacket,3XL,0.0,0.0,0.823823824104327
2025-10-01,ALF Jacket,3XL,0.2072360789137767,0.0,1.5578446616705943
2025-11-01,ALF Jacket,3XL,0.0,0.0,0.9084039793152627
2025-06-01,ALF Jacket,4XL,0.0,0.0,0.3675781858733818
2025-07-01,ALF Jacket,4XL,0.07077563334459569,0.0,0.700866580785172
2025-08-01,ALF Jacket,4XL,0.08671816276245647,0.0,0.7446069335478237
2025-09-01,ALF Jacket,4XL,0.0,0.0,0.4523282886166511
2025-10-01,ALF Jacket,4XL,0.0,0.0,0.4119016281065724
2025-11-01,ALF Jacket,4XL,0.0,0.0,0.3221921827274934
2025-06-01,ALF Jacket,5XL,1.114410806901718,0.4564991412238563,1.8242830042799298
2025-07-01,ALF Jacket,5XL,0.09176470980688683,0.0,0.7344655045034197
2025-08-01,ALF Jacket,5XL,0.21032514916273548,0.0,0.892427899102033
2025-09-01,ALF Jacket,5XL,0.0,0.0,0.4333931361315382
2025-10-01,ALF Jacket,5XL,0.0,0.0,0.4229779351673082
2025-11-01,ALF Jacket,5XL,0.0,0.0,0.4151746640789642
2025-06-01,ALF Jacket,7XL,0.0,0.0,0.10189172407500338
2025-07-01,ALF Jacket,7XL,0.24428225096978667,0.0878326293710329,0.4074709531388922
2025-08-01,ALF Jacket,7XL,0.0,0.0,0.11805171484784834
2025-09-01,ALF Jacket,7XL,0.0,0.0,0.11572193414389688
2025-10-01,ALF Jacket,7XL,0.0,0.0,0.11545424175134453
2025-11-01,ALF Jacket,7XL,0.0,0.0,0.09802074703151106
2025-06-01,ALF Jacket,L,0.17168183506953394,0.0,3.0645942456309982
2025-07-01,ALF Jacket,L,0.0,0.0,2.7090446792231444
2025-08-01,ALF Jacket,L,0.6329893791195489,0.0,3.4550972917003295
2025-09-01,ALF Jacket,L,0.0,0.0,2.3977830677680267
2025-10-01,ALF Jacket,L,0.0,0.0,1.9995321277077578
2025-11-01,ALF Jacket,L,0.0,0.0,1.692028320109521
2025-06-01,ALF Jacket,M,2.1277127849288053,0.33085808021931673,3.6757961302367748
2025-07-01,ALF Jacket,M,2.785597689039065,0.8346202388371889,4.41206567395052
2025-08-01,ALF Jacket,M,1.3207214676242174,0.0,3.06737687619742
2025-09-01,ALF Jacket,M,0.19618988786464975,0.0,1.8874822827656714
2025-10-01,ALF Jacket,M,0.0,0.0,1.526347251026269
2025-11-01,ALF Jacket,M,0.2545878509082824,0.0,1.9370815730575524
2025-06-01,ALF Jacket,S,3.585351873584352,1.1536805985367147,6.145296732099283
2025-07-01,ALF Jacket,S,1.2721152644478444,0.0,3.8749877237794315
2025-08-01,ALF Jacket,S,1.6408146256580949,0.0,3.982930233101947
2025-09-01,ALF Jacket,S,0.9915250151323054,0.0,3.4469447437097
2025-10-01,ALF Jacket,S,2.486665697131688,0.17425154807381316,5.112045399312067
2025-11-01,ALF Jacket,S,0.5676701640461443,0.0,2.9705844684271874
2025-06-01,ALF Jacket,XL,0.0,0.0,0.2987021882154331
2025-07-01,ALF Jacket,XL,0.0,0.0,0.542483833889975
2025-08-01,ALF Jacket,XL,0.0,0.0,0.0683120759202909
2025-09-01,ALF Jacket,XL,0.0,0.0,0.14680150044028498
2025-10-01,ALF Jacket,XL,0.0,0.0,0.05410575472198683
2025-11-01,ALF Jacket,XL,0.0,0.0,0.1095917675912714
2025-06-01,ALF Jacket,XS,1.528250111829411,0.0,4.195184312767923
2025-07-01,ALF Jacket,XS,0.3366803980728812,0.0,2.983611318513295
2025-08-01,ALF Jacket,XS,0.07691518220768367,0.0,2.8864467715274693
2025-09-01,ALF Jacket,XS,0.2138101030143642,0.0,2.604512550846477
2025-10-01,ALF Jacket,XS,0.5636710464505148,0.0,3.3446285802791005
2025-11-01,ALF Jacket,XS,0.0,0.0,2.303794723697736
2025-06-01,ALF Jnr Blouse,10,2.727614281954815,0.0,7.352218542325724
2025-07-01,ALF Jnr Blouse,10,3.203843545271986,0.0,7.968249980163488
2025-08-01,ALF Jnr Blouse,10,4.347232080053574,0.0,9.11354360132996
2025-09-01,ALF Jnr Blouse,10,2.2582915170294315,0.0,6.768229830851663
2025-10-01,ALF Jnr Blouse,10,3.104683169118297,0.0,7.553602106217603
2025-11-01,ALF Jnr Blouse,10,2.221690324378223,0.0,6.725039458562935
2025-06-01,ALF Jnr Blouse,12,3.9825111974258123,1.9991800189482223,5.900649149419975
2025-07-01,ALF Jnr Blouse,12,4.262957461896889,2.2609803640792,6.20551792306119
2025-08-01,ALF Jnr Blouse,12,2.957656966159102,0.8682068038065576,5.053590799711413
2025-09-01,ALF Jnr Blouse,12,2.3668621710523574,0.43097599868228403,4.299595054183209
