Product,Size,Lead Time Sales,Safety Stock,Stock On Hand,Order Quantity
Mags Uniform Jnr Blouse SS White/Navy (MG014),20,1.4370310174338194,1.496760612492515,8,0
Mags Uniform Jnr Blouse SS White/Navy (MG014),22,1.3808540513467384,2.2106978916486444,17,0
Mags Uniform Jnr Blouse SS White/Navy (MG014),24,0.8275137824254547,0.885201831723015,13,0
Mags Uniform Jnr Blouse SS White/Navy (MG014),26,0.3436260902547189,0.3658561784061194,11,0
Mags Uniform Jnr Blouse SS White/Navy (MG014),30,0.2096024763672876,0.3999373564202464,4,0
Mags Uniform Jnr Blouse SS White/Navy (MG014),32,0.21082806727472989,0.29907616646230034,3,0
Mags Uniform Jnr Blouse SS White/Navy (MG014),6,4.293962992301419,3.453043276117824,6,2
Mags Uniform Jnr Blouse SS White/Navy (MG014),8,17.18518482735441,15.253630876800223,38,0
Mags Uniform Jnr Blouse SS White/Navy (MG014),SPCL,0.0121666115536139,0.2982232433506997,0,0
Mags Uniform Jumper Navy/Sky (MG009),10XL,0.49297741903490266,0.47676205995271226,6,0
Mags Uniform Jumper Navy/Sky (MG009),2XL/112,22.255020796666987,8.7062273671661,51,0
Mags Uniform Jumper Navy/Sky (MG009),3XL/117,11.546115876177806,2.9267361405703403,16,0
Mags Uniform Jumper Navy/Sky (MG009),4XL/122,3.398001186390857,1.743814628152529,19,0
Mags Uniform Jumper Navy/Sky (MG009),5XL/127,1.5892194680365366,1.5320422675739138,4,0
Mags Uniform Jumper Navy/Sky (MG009),7XL/137,1.0224389525942303,1.3519672946199575,0,2
Mags Uniform Jumper Navy/Sky (MG009),L/102,41.39349625591129,18.39948492910235,46,14
Mags Uniform Jumper Navy/Sky (MG009),M/97,58.507184696917285,30.82114812276318,72,17
Mags Uniform Jumper Navy/Sky (MG009),S/92,21.536801787058465,20.82953764820818,29,13
Mags Uniform Jumper Navy/Sky (MG009),XL/107,40.011452606815446,15.72581944702942,72,0
Mags Uniform Jumper Navy/Sky (MG009),XS/87,9.208218309873825,4.384944756833175,20,0
Mags Uniform Jumper Navy/Sky (MG009),XXS/82,0.5887811553267802,0.2938389212345818,31,0
Mags Uniform LS Shirt White (MG017),16,0.10496705644219832,0.6367660193162323,3,0
Mags Uniform LS Shirt White (MG017),37,0.12160556222590653,0.19795779871523925,8,0
Mags Uniform LS Shirt White (MG017),38,0.4259290905443952,0.8527659869741023,9,0
Mags Uniform LS Shirt White (MG017),40,1.4158802873804397,1.2658104778363681,13,0
Mags Uniform LS Shirt White (MG017),42,1.222660782331899,0.8956075061876394,4,0
Mags Uniform LS Shirt White (MG017),44,0.4077201826951596,0.5065404525452963,1,0
Mags Uniform LS Shirt White (MG017),46,0.12995951309354267,0.22761962864253804,6,0
Mags Uniform LS Shirt White (MG017),48,0.09618014796655992,0.10265433201863924,5,0
Mags Uniform Polo Jnr Grey/Navy (MG012),2XL,6.337320811873073,4.478454263249407,74,0
Mags Uniform Polo Jnr Grey/Navy (MG012),3XL,1.8190057766190117,3.02743882390966,27,0
Mags Uniform Polo Jnr Grey/Navy (MG012),4XL,0.7657714785169539,2.0525182206378743,15,0
Mags Uniform Polo Jnr Grey/Navy (MG012),5XL,1.9850133402298367,1.1888992172187725,18,0
Mags Uniform Polo Jnr Grey/Navy (MG012),7XL,0.4662088131654777,0.7778465902992443,9,0
Mags Uniform Polo Jnr Grey/Navy (MG012),L,28.46034939001824,22.58518970016676,316,0
Mags Uniform Polo Jnr Grey/Navy (MG012),LB,8.098868552985905,9.701972373720482,121,0
Mags Uniform Polo Jnr Grey/Navy (MG012),M,39.59593834315748,46.247190716190644,556,0
Mags Uniform Polo Jnr Grey/Navy (MG012),MB,2.745505801774801,2.256575098325332,32,0
Mags Uniform Polo Jnr Grey/Navy (MG012),S,28.98454176378607,27.995166600902802,359,0
Mags Uniform Polo Jnr Grey/Navy (MG012),SB,1.3533962483077728,0.37892367151653117,23,0
Mags Uniform Polo Jnr Grey/Navy (MG012),XL,9.479668931898969,12.908056099159307,136,0
Mags Uniform Polo Jnr Grey/Navy (MG012),XS,16.322991359770782,17.526851113132967,255,0
Mags Uniform Shorts (MG020),100,1.5353799834285007,1.9157424994780616,17,0
Mags Uniform Shorts (MG020),104,0.7970458572734954,1.5761403726647978,18,0
Mags Uniform Shorts (MG020),108,0.3575845661905139,0.6169523386705964,15,0
Mags Uniform Shorts (MG020),112,0.622364697298631,1.3742859440318522,14,0
Mags Uniform Shorts (MG020),116,0.0088671848731566,0.24132787210865375,5,0
Mags Uniform Shorts (MG020),120,0.6186501349124174,0.8653819134191718,5,0
Mags Uniform Shorts (MG020),124,0.24456536605286075,0.2611683800288243,2,0
Mags Uniform Shorts (MG020),128,0.07730385201639967,0.4729690036912214,3,0
