Product,Size,MAE,RMSE,Baseline_MAE,Holdout_Mean_Sales
Mags Uniform Trousers Black (MG022),116,1.0234936021434404,1.2699185901319228,1.1666666666666667,1.0
Mags Uniform Trousers Black (MG022),120,1.5697460256355624,2.087574912941943,1.3333333333333333,0.8333333333333334
Mags Uniform Trousers Black (MG022),124,1.201536638753042,1.610218480988891,0.5,0.8333333333333334
Mags Uniform Trousers Black (MG022),128,0.16666666666666666,0.408248290463863,0.16666666666666666,0.16666666666666666
Mags Uniform Trousers Black (MG022),60,0.5353761050735992,0.8466286069369857,0.6666666666666666,0.5
Mags Uniform Trousers Black (MG022),64,1.4031658045115496,1.871967056875359,2.0,1.0
Mags Uniform Trousers Black (MG022),68,3.4504607459285936,3.663621831464649,4.166666666666667,4.166666666666667
Mags Uniform Trousers Black (MG022),72,8.662614947357577,12.204682694461397,4.333333333333333,10.666666666666666
Mags Uniform Trousers Black (MG022),76,20.16186359271306,26.166095862285335,9.833333333333334,20.5
Mags Uniform Trousers Black (MG022),80,28.553179234525533,41.68763979918628,9.833333333333334,28.166666666666668
Mags Uniform Trousers Black (MG022),84,26.452651692949885,37.896778222495044,4.5,27.166666666666668
Mags Uniform Trousers Black (MG022),88,21.36022314243076,32.41005308885571,6.5,24.0
Mags Uniform Trousers Black (MG022),92,13.395238134508828,18.649431609053213,4.833333333333333,11.666666666666666
Mags Uniform Trousers Black (MG022),96,9.85005917701236,13.716612956717604,4.0,10.666666666666666
Mags Uniform Y13 Skirt Navy (MG019),10,9.85088318449971,15.235118425577554,2.3333333333333335,9.166666666666666
Mags Uniform Y13 Skirt Navy (MG019),12,8.91231986566441,15.938655926394146,3.0,10.833333333333334
Mags Uniform Y13 Skirt Navy (MG019),14,7.295357939118625,10.417452614573843,0.8333333333333334,5.833333333333333
Mags Uniform Y13 Skirt Navy (MG019),16,5.552604219474115,8.005522378809996,2.0,4.0
Mags Uniform Y13 Skirt Navy (MG019),18,4.388831028213149,6.701476516138533,1.5,4.166666666666667
Mags Uniform Y13 Skirt Navy (MG019),20,2.3927592427885402,2.9702330325842135,0.6666666666666666,1.5
Mags Uniform Y13 Skirt Navy (MG019),22,1.234358297896744,1.76087717547224,0.5,0.8333333333333334
Mags Uniform Y13 Skirt Navy (MG019),24,0.8570602185815698,1.1053849406992102,0.16666666666666666,0.3333333333333333
Mags Uniform Y13 Skirt Navy (MG019),26,0.8010646477561579,1.2636340772781418,0.8333333333333334,0.6666666666666666
Mags Uniform Y13 Skirt Navy (MG019),30,0.3375643124551358,0.4687219377482177,0.0,0.16666666666666666
Mags Uniform Y13 Skirt Navy (MG019),34,0.17089764578846922,0.2302902261490431,0.16666666666666666,0.0
Mags Uniform Y13 Skirt Navy (MG019),6,2.5547142953039486,3.224145743382336,1.3333333333333333,2.1666666666666665
Mags Uniform Y13 Skirt Navy (MG019),8,7.909515977901768,10.8535467590237,3.0,4.833333333333333
Mags Uniform Y13 Skirt Navy (MG019),SPCL,0.34179529157693844,0.4605804522980862,0.3333333333333333,0.0
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),10,20.03553751819471,23.210357285925543,11.333333333333334,6.333333333333333
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),12,16.934420367355205,18.78597561751076,12.833333333333334,5.833333333333333
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),14,9.374147227751926,11.179556468202597,5.166666666666667,4.333333333333333
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),16,6.798553531209097,8.385268299808752,2.6666666666666665,3.5
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),18,4.545816951066456,6.308713103468515,1.1666666666666667,2.5
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),20,1.8259555452463345,2.9457638261188714,1.6666666666666667,0.0
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),22,1.1475881890685964,1.484632057815881,0.5,0.3333333333333333
