Product,Size,Month,Sales
ALF Boys Ink Trousers,100,2022-01-01,6.0
ALF Boys Ink Trousers,100,2022-02-01,7.0
ALF Boys Ink Trousers,100,2022-03-01,1.0
ALF Boys Ink Trousers,100,2022-04-01,0.0
ALF Boys Ink Trousers,100,2022-05-01,1.0
ALF Boys Ink Trousers,100,2022-06-01,2.0
ALF Boys Ink Trousers,100,2022-07-01,1.0
ALF Boys Ink Trousers,100,2022-08-01,1.0
ALF Boys Ink Trousers,100,2022-09-01,0.0
ALF Boys Ink Trousers,100,2022-10-01,1.0
ALF Boys Ink Trousers,100,2022-11-01,0.0
ALF Boys Ink Trousers,100,2022-12-01,2.0
ALF Boys Ink Trousers,100,2023-01-01,8.0
ALF Boys Ink Trousers,100,2023-02-01,6.0
ALF Boys Ink Trousers,100,2023-03-01,4.0
ALF Boys Ink Trousers,100,2023-04-01,1.0
ALF Boys Ink Trousers,100,2023-05-01,0.0
ALF Boys Ink Trousers,100,2023-06-01,2.0
ALF Boys Ink Trousers,100,2023-07-01,0.0
ALF Boys Ink Trousers,100,2023-08-01,2.0
ALF Boys Ink Trousers,100,2023-09-01,1.0
ALF Boys Ink Trousers,100,2023-10-01,0.0
ALF Boys Ink Trousers,100,2023-11-01,0.0
ALF Boys Ink Trousers,100,2023-12-01,0.0
ALF Boys Ink Trousers,100,2024-01-01,6.0
ALF Boys Ink Trousers,100,2024-02-01,12.0
ALF Boys Ink Trousers,100,2024-03-01,1.0
ALF Boys Ink Trousers,100,2024-04-01,0.0
ALF Boys Ink Trousers,100,2024-05-01,5.0
ALF Boys Ink Trousers,100,2024-06-01,2.0
ALF Boys Ink Trousers,100,2024-07-01,0.0
ALF Boys Ink Trousers,100,2024-08-01,2.0
ALF Boys Ink Trousers,100,2024-09-01,0.0
ALF Boys Ink Trousers,100,2024-10-01,2.0
ALF Boys Ink Trousers,100,2024-11-01,0.0
ALF Boys Ink Trousers,100,2024-12-01,0.0
ALF Boys Ink Trousers,100,2025-01-01,5.0
ALF Boys Ink Trousers,100,2025-02-01,7.0
ALF Boys Ink Trousers,100,2025-03-01,1.0
ALF Boys Ink Trousers,100,2025-04-01,3.0
ALF Boys Ink Trousers,100,2025-05-01,2.0
ALF Boys Ink Trousers,104,2022-01-01,5.0
ALF Boys Ink Trousers,104,2022-02-01,6.0
ALF Boys Ink Trousers,104,2022-03-01,0.0
ALF Boys Ink Trousers,104,2022-04-01,0.0
ALF Boys Ink Trousers,104,2022-05-01,0.0
ALF Boys Ink Trousers,104,2022-06-01,0.0
ALF Boys Ink Trousers,104,2022-07-01,2.0
ALF Boys Ink Trousers,104,2022-08-01,1.0
ALF Boys Ink Trousers,104,2022-09-01,2.0
ALF Boys Ink Trousers,104,2022-10-01,1.0
ALF Boys Ink Trousers,104,2022-11-01,0.0
ALF Boys Ink Trousers,104,2022-12-01,0.0
ALF Boys Ink Trousers,104,2023-01-01,11.0
ALF Boys Ink Trousers,104,2023-02-01,6.0
ALF Boys Ink Trousers,104,2023-03-01,0.0
ALF Boys Ink Trousers,104,2023-04-01,1.0
ALF Boys Ink Trousers,104,2023-05-01,2.0
ALF Boys Ink Trousers,104,2023-06-01,0.0
ALF Boys Ink Trousers,104,2023-07-01,0.0
ALF Boys Ink Trousers,104,2023-08-01,1.0
ALF Boys Ink Trousers,104,2023-09-01,1.0
ALF Boys Ink Trousers,104,2023-10-01,0.0
ALF Boys Ink Trousers,104,2023-11-01,0.0
ALF Boys Ink Trousers,104,2023-12-01,1.0
ALF Boys Ink Trousers,104,2024-01-01,16.0
ALF Boys Ink Trousers,104,2024-02-01,10.0
ALF Boys Ink Trousers,104,2024-03-01,3.0
ALF Boys Ink Trousers,104,2024-04-01,0.0
ALF Boys Ink Trousers,104,2024-05-01,2.0
ALF Boys Ink Trousers,104,2024-06-01,0.0
ALF Boys Ink Trousers,104,2024-07-01,1.0
ALF Boys Ink Trousers,104,2024-08-01,0.0
ALF Boys Ink Trousers,104,2024-09-01,0.0
ALF Boys Ink Trousers,104,2024-10-01,-1.0
ALF Boys Ink Trousers,104,2024-11-01,0.0
ALF Boys Ink Trousers,104,2024-12-01,0.0
ALF Boys Ink Trousers,104,2025-01-01,13.0
ALF Boys Ink Trousers,104,2025-02-01,1.0
ALF Boys Ink Trousers,104,2025-03-01,1.0
ALF Boys Ink Trousers,104,2025-04-01,1.0
ALF Boys Ink Trousers,104,2025-05-01,2.0
ALF Boys Ink Trousers,108,2022-01-01,1.0
ALF Boys Ink Trousers,108,2022-02-01,1.0
ALF Boys Ink Trousers,108,2022-03-01,2.0
ALF Boys Ink Trousers,108,2022-04-01,2.0
ALF Boys Ink Trousers,108,2022-05-01,3.0
ALF Boys Ink Trousers,108,2022-06-01,0.0
ALF Boys Ink Trousers,108,2022-07-01,1.0
ALF Boys Ink Trousers,108,2022-08-01,0.0
ALF Boys Ink Trousers,108,2022-09-01,1.0
ALF Boys Ink Trousers,108,2022-10-01,3.0
ALF Boys Ink Trousers,108,2022-11-01,0.0
ALF Boys Ink Trousers,108,2022-12-01,0.0
ALF Boys Ink Trousers,108,2023-01-01,4.0
ALF Boys Ink Trousers,108,2023-02-01,1.0
ALF Boys Ink Trousers,108,2023-03-01,0.0
ALF Boys Ink Trousers,108,2023-04-01,0.0
ALF Boys Ink Trousers,108,2023-05-01,4.0
ALF Boys Ink Trousers,108,2023-06-01,0.0
ALF Boys Ink Trousers,108,2023-07-01,0.0
ALF Boys Ink Trousers,108,2023-08-01,3.0
ALF Boys Ink Trousers,108,2023-09-01,0.0
ALF Boys Ink Trousers,108,2023-10-01,0.0
ALF Boys Ink Trousers,108,2023-11-01,0.0
ALF Boys Ink Trousers,108,2023-12-01,0.0
ALF Boys Ink Trousers,108,2024-01-01,4.0
ALF Boys Ink Trousers,108,2024-02-01,5.0
ALF Boys Ink Trousers,108,2024-03-01,1.0
ALF Boys Ink Trousers,108,2024-04-01,1.0
ALF Boys Ink Trousers,108,2024-05-01,0.0
ALF Boys Ink Trousers,108,2024-06-01,3.0
ALF Boys Ink Trousers,108,2024-07-01,0.0
ALF Boys Ink Trousers,108,2024-08-01,1.0
ALF Boys Ink Trousers,108,2024-09-01,0.0
ALF Boys Ink Trousers,108,2024-10-01,0.0
ALF Boys Ink Trousers,108,2024-11-01,0.0
ALF Boys Ink Trousers,108,2024-12-01,0.0
ALF Boys Ink Trousers,108,2025-01-01,7.0
ALF Boys Ink Trousers,108,2025-02-01,3.0
ALF Boys Ink Trousers,108,2025-03-01,0.0
ALF Boys Ink Trousers,108,2025-04-01,2.0
ALF Boys Ink Trousers,108,2025-05-01,3.0
ALF Boys Ink Trousers,112,2022-01-01,4.0
ALF Boys Ink Trousers,112,2022-02-01,6.0
ALF Boys Ink Trousers,112,2022-03-01,1.0
ALF Boys Ink Trousers,112,2022-04-01,0.0
ALF Boys Ink Trousers,112,2022-05-01,0.0
ALF Boys Ink Trousers,112,2022-06-01,1.0
ALF Boys Ink Trousers,112,2022-07-01,0.0
ALF Boys Ink Trousers,112,2022-08-01,0.0
ALF Boys Ink Trousers,112,2022-09-01,2.0
ALF Boys Ink Trousers,112,2022-10-01,2.0
ALF Boys Ink Trousers,112,2022-11-01,0.0
ALF Boys Ink Trousers,112,2022-12-01,0.0
ALF Boys Ink Trousers,112,2023-01-01,1.0
ALF Boys Ink Trousers,112,2023-02-01,3.0
ALF Boys Ink Trousers,112,2023-03-01,1.0
ALF Boys Ink Trousers,112,2023-04-01,0.0
ALF Boys Ink Trousers,112,2023-05-01,1.0
ALF Boys Ink Trousers,112,2023-06-01,0.0
ALF Boys Ink Trousers,112,2023-07-01,0.0
ALF Boys Ink Trousers,112,2023-08-01,-1.0
ALF Boys Ink Trousers,112,2023-09-01,1.0
ALF Boys Ink Trousers,112,2023-10-01,2.0
ALF Boys Ink Trousers,112,2023-11-01,0.0
ALF Boys Ink Trousers,112,2023-12-01,1.0
ALF Boys Ink Trousers,112,2024-01-01,4.0
ALF Boys Ink Trousers,112,2024-02-01,2.0
ALF Boys Ink Trousers,112,2024-03-01,0.0
ALF Boys Ink Trousers,112,2024-04-01,2.0
ALF Boys Ink Trousers,112,2024-05-01,0.0
ALF Boys Ink Trousers,112,2024-06-01,0.0
ALF Boys Ink Trousers,112,2024-07-01,0.0
ALF Boys Ink Trousers,112,2024-08-01,0.0
ALF Boys Ink Trousers,112,2024-09-01,0.0
ALF Boys Ink Trousers,112,2024-10-01,0.0
ALF Boys Ink Trousers,112,2024-11-01,0.0
ALF Boys Ink Trousers,112,2024-12-01,0.0
ALF Boys Ink Trousers,112,2025-01-01,2.0
ALF Boys Ink Trousers,112,2025-02-01,0.0
ALF Boys Ink Trousers,112,2025-03-01,0.0
ALF Boys Ink Trousers,112,2025-04-01,2.0
ALF Boys Ink Trousers,112,2025-05-01,2.0
ALF Boys Ink Trousers,116,2022-01-01,0.0
ALF Boys Ink Trousers,116,2022-02-01,3.0
ALF Boys Ink Trousers,116,2022-03-01,0.0
ALF Boys Ink Trousers,116,2022-04-01,0.0
ALF Boys Ink Trousers,116,2022-05-01,0.0
ALF Boys Ink Trousers,116,2022-06-01,0.0
ALF Boys Ink Trousers,116,2022-07-01,1.0
ALF Boys Ink Trousers,116,2022-08-01,0.0
ALF Boys Ink Trousers,116,2022-09-01,0.0
ALF Boys Ink Trousers,116,2022-10-01,0.0
ALF Boys Ink Trousers,116,2022-11-01,0.0
ALF Boys Ink Trousers,116,2022-12-01,0.0
ALF Boys Ink Trousers,116,2023-01-01,1.0
ALF Boys Ink Trousers,116,2023-02-01,3.0
ALF Boys Ink Trousers,116,2023-03-01,1.0
ALF Boys Ink Trousers,116,2023-04-01,1.0
ALF Boys Ink Trousers,116,2023-05-01,-1.0
ALF Boys Ink Trousers,116,2023-06-01,0.0
ALF Boys Ink Trousers,116,2023-07-01,0.0
ALF Boys Ink Trousers,116,2023-08-01,0.0
ALF Boys Ink Trousers,116,2023-09-01,0.0
ALF Boys Ink Trousers,116,2023-10-01,0.0
ALF Boys Ink Trousers,116,2023-11-01,0.0
ALF Boys Ink Trousers,116,2023-12-01,0.0
ALF Boys Ink Trousers,116,2024-01-01,1.0
ALF Boys Ink Trousers,116,2024-02-01,0.0
ALF Boys Ink Trousers,116,2024-03-01,0.0
ALF Boys Ink Trousers,116,2024-04-01,0.0
ALF Boys Ink Trousers,116,2024-05-01,0.0
ALF Boys Ink Trousers,116,2024-06-01,1.0
ALF Boys Ink Trousers,116,2024-07-01,0.0
ALF Boys Ink Trousers,116,2024-08-01,0.0
ALF Boys Ink Trousers,116,2024-09-01,0.0
ALF Boys Ink Trousers,116,2024-10-01,0.0
ALF Boys Ink Trousers,116,2024-11-01,0.0
ALF Boys Ink Trousers,116,2024-12-01,0.0
ALF Boys Ink Trousers,116,2025-01-01,2.0
ALF Boys Ink Trousers,116,2025-02-01,5.0
ALF Boys Ink Trousers,116,2025-03-01,0.0
ALF Boys Ink Trousers,116,2025-04-01,0.0
ALF Boys Ink Trousers,116,2025-05-01,0.0
ALF Boys Ink Trousers,120,2022-01-01,1.0
ALF Boys Ink Trousers,120,2022-02-01,2.0
ALF Boys Ink Trousers,120,2022-03-01,1.0
ALF Boys Ink Trousers,120,2022-04-01,0.0
ALF Boys Ink Trousers,120,2022-05-01,1.0
ALF Boys Ink Trousers,120,2022-06-01,1.0
ALF Boys Ink Trousers,120,2022-07-01,0.0
ALF Boys Ink Trousers,120,2022-08-01,0.0
ALF Boys Ink Trousers,120,2022-09-01,0.0
ALF Boys Ink Trousers,120,2022-10-01,0.0
ALF Boys Ink Trousers,120,2022-11-01,1.0
ALF Boys Ink Trousers,120,2022-12-01,0.0
ALF Boys Ink Trousers,120,2023-01-01,0.0
ALF Boys Ink Trousers,120,2023-02-01,5.0
ALF Boys Ink Trousers,120,2023-03-01,0.0
ALF Boys Ink Trousers,120,2023-04-01,0.0
ALF Boys Ink Trousers,120,2023-05-01,1.0
ALF Boys Ink Trousers,120,2023-06-01,0.0
ALF Boys Ink Trousers,120,2023-07-01,2.0
ALF Boys Ink Trousers,120,2023-08-01,0.0
ALF Boys Ink Trousers,120,2023-09-01,0.0
ALF Boys Ink Trousers,120,2023-10-01,0.0
ALF Boys Ink Trousers,120,2023-11-01,0.0
ALF Boys Ink Trousers,120,2023-12-01,0.0
ALF Boys Ink Trousers,120,2024-01-01,0.0
ALF Boys Ink Trousers,120,2024-02-01,1.0
ALF Boys Ink Trousers,120,2024-03-01,0.0
ALF Boys Ink Trousers,120,2024-04-01,1.0
ALF Boys Ink Trousers,120,2024-05-01,1.0
ALF Boys Ink Trousers,120,2024-06-01,1.0
ALF Boys Ink Trousers,120,2024-07-01,0.0
ALF Boys Ink Trousers,120,2024-08-01,0.0
ALF Boys Ink Trousers,120,2024-09-01,0.0
ALF Boys Ink Trousers,120,2024-10-01,0.0
ALF Boys Ink Trousers,120,2024-11-01,0.0
ALF Boys Ink Trousers,120,2024-12-01,0.0
ALF Boys Ink Trousers,120,2025-01-01,1.0
ALF Boys Ink Trousers,120,2025-02-01,2.0
ALF Boys Ink Trousers,120,2025-03-01,0.0
ALF Boys Ink Trousers,120,2025-04-01,1.0
ALF Boys Ink Trousers,120,2025-05-01,0.0
ALF Boys Ink Trousers,124,2022-01-01,0.0
ALF Boys Ink Trousers,124,2022-02-01,0.0
ALF Boys Ink Trousers,124,2022-03-01,0.0
ALF Boys Ink Trousers,124,2022-04-01,0.0
ALF Boys Ink Trousers,124,2022-05-01,0.0
ALF Boys Ink Trousers,124,2022-06-01,0.0
ALF Boys Ink Trousers,124,2022-07-01,0.0
ALF Boys Ink Trousers,124,2022-08-01,0.0
ALF Boys Ink Trousers,124,2022-09-01,0.0
ALF Boys Ink Trousers,124,2022-10-01,0.0
ALF Boys Ink Trousers,124,2022-11-01,0.0
ALF Boys Ink Trousers,124,2022-12-01,0.0
ALF Boys Ink Trousers,124,2023-01-01,0.0
ALF Boys Ink Trousers,124,2023-02-01,0.0
ALF Boys Ink Trousers,124,2023-03-01,0.0
ALF Boys Ink Trousers,124,2023-04-01,0.0
ALF Boys Ink Trousers,124,2023-05-01,0.0
ALF Boys Ink Trousers,124,2023-06-01,0.0
ALF Boys Ink Trousers,124,2023-07-01,0.0
ALF Boys Ink Trousers,124,2023-08-01,0.0
ALF Boys Ink Trousers,124,2023-09-01,0.0
ALF Boys Ink Trousers,124,2023-10-01,0.0
ALF Boys Ink Trousers,124,2023-11-01,0.0
ALF Boys Ink Trousers,124,2023-12-01,0.0
ALF Boys Ink Trousers,124,2024-01-01,3.0
ALF Boys Ink Trousers,124,2024-02-01,0.0
ALF Boys Ink Trousers,124,2024-03-01,0.0
ALF Boys Ink Trousers,124,2024-04-01,1.0
ALF Boys Ink Trousers,124,2024-05-01,0.0
ALF Boys Ink Trousers,124,2024-06-01,1.0
ALF Boys Ink Trousers,124,2024-07-01,0.0
ALF Boys Ink Trousers,124,2024-08-01,0.0
ALF Boys Ink Trousers,124,2024-09-01,0.0
ALF Boys Ink Trousers,124,2024-10-01,0.0
ALF Boys Ink Trousers,124,2024-11-01,0.0
ALF Boys Ink Trousers,124,2024-12-01,1.0
ALF Boys Ink Trousers,124,2025-01-01,0.0
ALF Boys Ink Trousers,124,2025-02-01,0.0
ALF Boys Ink Trousers,124,2025-03-01,0.0
ALF Boys Ink Trousers,124,2025-04-01,0.0
ALF Boys Ink Trousers,124,2025-05-01,0.0
ALF Boys Ink Trousers,128,2022-01-01,0.0
ALF Boys Ink Trousers,128,2022-02-01,0.0
ALF Boys Ink Trousers,128,2022-03-01,0.0
ALF Boys Ink Trousers,128,2022-04-01,0.0
ALF Boys Ink Trousers,128,2022-05-01,0.0
ALF Boys Ink Trousers,128,2022-06-01,0.0
ALF Boys Ink Trousers,128,2022-07-01,0.0
ALF Boys Ink Trousers,128,2022-08-01,0.0
ALF Boys Ink Trousers,128,2022-09-01,0.0
ALF Boys Ink Trousers,128,2022-10-01,0.0
ALF Boys Ink Trousers,128,2022-11-01,0.0
ALF Boys Ink Trousers,128,2022-12-01,0.0
ALF Boys Ink Trousers,128,2023-01-01,0.0
ALF Boys Ink Trousers,128,2023-02-01,0.0
ALF Boys Ink Trousers,128,2023-03-01,0.0
ALF Boys Ink Trousers,128,2023-04-01,0.0
ALF Boys Ink Trousers,128,2023-05-01,0.0
ALF Boys Ink Trousers,128,2023-06-01,0.0
ALF Boys Ink Trousers,128,2023-07-01,0.0
ALF Boys Ink Trousers,128,2023-08-01,0.0
ALF Boys Ink Trousers,128,2023-09-01,0.0
ALF Boys Ink Trousers,128,2023-10-01,0.0
ALF Boys Ink Trousers,128,2023-11-01,0.0
ALF Boys Ink Trousers,128,2023-12-01,0.0
ALF Boys Ink Trousers,128,2024-01-01,2.0
ALF Boys Ink Trousers,128,2024-02-01,0.0
ALF Boys Ink Trousers,128,2024-03-01,0.0
ALF Boys Ink Trousers,128,2024-04-01,0.0
ALF Boys Ink Trousers,128,2024-05-01,0.0
ALF Boys Ink Trousers,128,2024-06-01,0.0
ALF Boys Ink Trousers,128,2024-07-01,0.0
ALF Boys Ink Trousers,128,2024-08-01,0.0
ALF Boys Ink Trousers,128,2024-09-01,0.0
ALF Boys Ink Trousers,128,2024-10-01,0.0
ALF Boys Ink Trousers,128,2024-11-01,0.0
ALF Boys Ink Trousers,128,2024-12-01,0.0
ALF Boys Ink Trousers,128,2025-01-01,2.0
ALF Boys Ink Trousers,128,2025-02-01,2.0
ALF Boys Ink Trousers,128,2025-03-01,0.0
ALF Boys Ink Trousers,128,2025-04-01,1.0
ALF Boys Ink Trousers,128,2025-05-01,0.0
ALF Boys Ink Trousers,152,2022-01-01,0.0
ALF Boys Ink Trousers,152,2022-02-01,0.0
ALF Boys Ink Trousers,152,2022-03-01,0.0
ALF Boys Ink Trousers,152,2022-04-01,0.0
ALF Boys Ink Trousers,152,2022-05-01,0.0
ALF Boys Ink Trousers,152,2022-06-01,0.0
ALF Boys Ink Trousers,152,2022-07-01,0.0
ALF Boys Ink Trousers,152,2022-08-01,0.0
ALF Boys Ink Trousers,152,2022-09-01,0.0
ALF Boys Ink Trousers,152,2022-10-01,0.0
ALF Boys Ink Trousers,152,2022-11-01,0.0
ALF Boys Ink Trousers,152,2022-12-01,0.0
ALF Boys Ink Trousers,152,2023-01-01,0.0
ALF Boys Ink Trousers,152,2023-02-01,0.0
ALF Boys Ink Trousers,152,2023-03-01,-1.0
ALF Boys Ink Trousers,152,2023-04-01,0.0
ALF Boys Ink Trousers,152,2023-05-01,2.0
ALF Boys Ink Trousers,152,2023-06-01,0.0
ALF Boys Ink Trousers,152,2023-07-01,0.0
ALF Boys Ink Trousers,152,2023-08-01,0.0
ALF Boys Ink Trousers,152,2023-09-01,0.0
ALF Boys Ink Trousers,152,2023-10-01,0.0
ALF Boys Ink Trousers,152,2023-11-01,0.0
ALF Boys Ink Trousers,152,2023-12-01,0.0
ALF Boys Ink Trousers,152,2024-01-01,1.0
ALF Boys Ink Trousers,152,2024-02-01,0.0
ALF Boys Ink Trousers,152,2024-03-01,0.0
ALF Boys Ink Trousers,152,2024-04-01,0.0
ALF Boys Ink Trousers,152,2024-05-01,0.0
ALF Boys Ink Trousers,152,2024-06-01,0.0
ALF Boys Ink Trousers,152,2024-07-01,0.0
ALF Boys Ink Trousers,152,2024-08-01,0.0
ALF Boys Ink Trousers,152,2024-09-01,0.0
ALF Boys Ink Trousers,152,2024-10-01,0.0
ALF Boys Ink Trousers,152,2024-11-01,0.0
ALF Boys Ink Trousers,152,2024-12-01,0.0
ALF Boys Ink Trousers,152,2025-01-01,0.0
ALF Boys Ink Trousers,152,2025-02-01,0.0
ALF Boys Ink Trousers,152,2025-03-01,0.0
ALF Boys Ink Trousers,152,2025-04-01,0.0
ALF Boys Ink Trousers,152,2025-05-01,0.0
ALF Boys Ink Trousers,64,2022-01-01,0.0
ALF Boys Ink Trousers,64,2022-02-01,0.0
ALF Boys Ink Trousers,64,2022-03-01,0.0
ALF Boys Ink Trousers,64,2022-04-01,0.0
ALF Boys Ink Trousers,64,2022-05-01,0.0
ALF Boys Ink Trousers,64,2022-06-01,0.0
ALF Boys Ink Trousers,64,2022-07-01,0.0
ALF Boys Ink Trousers,64,2022-08-01,0.0
ALF Boys Ink Trousers,64,2022-09-01,0.0
ALF Boys Ink Trousers,64,2022-10-01,0.0
ALF Boys Ink Trousers,64,2022-11-01,0.0
ALF Boys Ink Trousers,64,2022-12-01,0.0
ALF Boys Ink Trousers,64,2023-01-01,0.0
ALF Boys Ink Trousers,64,2023-02-01,0.0
ALF Boys Ink Trousers,64,2023-03-01,0.0
ALF Boys Ink Trousers,64,2023-04-01,0.0
ALF Boys Ink Trousers,64,2023-05-01,0.0
ALF Boys Ink Trousers,64,2023-06-01,0.0
ALF Boys Ink Trousers,64,2023-07-01,0.0
ALF Boys Ink Trousers,64,2023-08-01,0.0
ALF Boys Ink Trousers,64,2023-09-01,0.0
ALF Boys Ink Trousers,64,2023-10-01,0.0
ALF Boys Ink Trousers,64,2023-11-01,0.0
ALF Boys Ink Trousers,64,2023-12-01,0.0
ALF Boys Ink Trousers,64,2024-01-01,0.0
ALF Boys Ink Trousers,64,2024-02-01,1.0
ALF Boys Ink Trousers,64,2024-03-01,0.0
ALF Boys Ink Trousers,64,2024-04-01,0.0
ALF Boys Ink Trousers,64,2024-05-01,1.0
ALF Boys Ink Trousers,64,2024-06-01,0.0
ALF Boys Ink Trousers,64,2024-07-01,0.0
ALF Boys Ink Trousers,64,2024-08-01,0.0
ALF Boys Ink Trousers,64,2024-09-01,0.0
ALF Boys Ink Trousers,64,2024-10-01,0.0
ALF Boys Ink Trousers,64,2024-11-01,0.0
ALF Boys Ink Trousers,64,2024-12-01,0.0
ALF Boys Ink Trousers,64,2025-01-01,0.0
ALF Boys Ink Trousers,64,2025-02-01,-1.0
ALF Boys Ink Trousers,64,2025-03-01,0.0
ALF Boys Ink Trousers,64,2025-04-01,0.0
ALF Boys Ink Trousers,64,2025-05-01,0.0
ALF Boys Ink Trousers,68,2022-01-01,3.0
ALF Boys Ink Trousers,68,2022-02-01,0.0
ALF Boys Ink Trousers,68,2022-03-01,1.0
ALF Boys Ink Trousers,68,2022-04-01,2.0
ALF Boys Ink Trousers,68,2022-05-01,1.0
ALF Boys Ink Trousers,68,2022-06-01,0.0
ALF Boys Ink Trousers,68,2022-07-01,0.0
ALF Boys Ink Trousers,68,2022-08-01,0.0
ALF Boys Ink Trousers,68,2022-09-01,0.0
ALF Boys Ink Trousers,68,2022-10-01,0.0
ALF Boys Ink Trousers,68,2022-11-01,0.0
ALF Boys Ink Trousers,68,2022-12-01,0.0
ALF Boys Ink Trousers,68,2023-01-01,2.0
ALF Boys Ink Trousers,68,2023-02-01,4.0
ALF Boys Ink Trousers,68,2023-03-01,1.0
ALF Boys Ink Trousers,68,2023-04-01,0.0
ALF Boys Ink Trousers,68,2023-05-01,1.0
ALF Boys Ink Trousers,68,2023-06-01,0.0
ALF Boys Ink Trousers,68,2023-07-01,0.0
ALF Boys Ink Trousers,68,2023-08-01,-1.0
ALF Boys Ink Trousers,68,2023-09-01,1.0
ALF Boys Ink Trousers,68,2023-10-01,3.0
ALF Boys Ink Trousers,68,2023-11-01,0.0
ALF Boys Ink Trousers,68,2023-12-01,2.0
ALF Boys Ink Trousers,68,2024-01-01,8.0
ALF Boys Ink Trousers,68,2024-02-01,0.0
ALF Boys Ink Trousers,68,2024-03-01,2.0
ALF Boys Ink Trousers,68,2024-04-01,0.0
ALF Boys Ink Trousers,68,2024-05-01,2.0
ALF Boys Ink Trousers,68,2024-06-01,0.0
ALF Boys Ink Trousers,68,2024-07-01,1.0
ALF Boys Ink Trousers,68,2024-08-01,0.0
ALF Boys Ink Trousers,68,2024-09-01,0.0
ALF Boys Ink Trousers,68,2024-10-01,0.0
ALF Boys Ink Trousers,68,2024-11-01,0.0
ALF Boys Ink Trousers,68,2024-12-01,0.0
ALF Boys Ink Trousers,68,2025-01-01,2.0
ALF Boys Ink Trousers,68,2025-02-01,1.0
ALF Boys Ink Trousers,68,2025-03-01,0.0
ALF Boys Ink Trousers,68,2025-04-01,0.0
ALF Boys Ink Trousers,68,2025-05-01,0.0
ALF Boys Ink Trousers,72,2022-01-01,6.0
ALF Boys Ink Trousers,72,2022-02-01,4.0
ALF Boys Ink Trousers,72,2022-03-01,2.0
ALF Boys Ink Trousers,72,2022-04-01,3.0
ALF Boys Ink Trousers,72,2022-05-01,4.0
ALF Boys Ink Trousers,72,2022-06-01,0.0
ALF Boys Ink Trousers,72,2022-07-01,0.0
ALF Boys Ink Trousers,72,2022-08-01,0.0
ALF Boys Ink Trousers,72,2022-09-01,0.0
ALF Boys Ink Trousers,72,2022-10-01,1.0
ALF Boys Ink Trousers,72,2022-11-01,0.0
ALF Boys Ink Trousers,72,2022-12-01,0.0
ALF Boys Ink Trousers,72,2023-01-01,6.0
ALF Boys Ink Trousers,72,2023-02-01,13.0
ALF Boys Ink Trousers,72,2023-03-01,3.0
ALF Boys Ink Trousers,72,2023-04-01,0.0
ALF Boys Ink Trousers,72,2023-05-01,0.0
ALF Boys Ink Trousers,72,2023-06-01,1.0
ALF Boys Ink Trousers,72,2023-07-01,1.0
ALF Boys Ink Trousers,72,2023-08-01,1.0
ALF Boys Ink Trousers,72,2023-09-01,3.0
ALF Boys Ink Trousers,72,2023-10-01,5.0
ALF Boys Ink Trousers,72,2023-11-01,0.0
ALF Boys Ink Trousers,72,2023-12-01,1.0
ALF Boys Ink Trousers,72,2024-01-01,7.0
ALF Boys Ink Trousers,72,2024-02-01,5.0
ALF Boys Ink Trousers,72,2024-03-01,1.0
ALF Boys Ink Trousers,72,2024-04-01,3.0
ALF Boys Ink Trousers,72,2024-05-01,2.0
ALF Boys Ink Trousers,72,2024-06-01,1.0
ALF Boys Ink Trousers,72,2024-07-01,2.0
ALF Boys Ink Trousers,72,2024-08-01,0.0
ALF Boys Ink Trousers,72,2024-09-01,0.0
ALF Boys Ink Trousers,72,2024-10-01,1.0
ALF Boys Ink Trousers,72,2024-11-01,0.0
ALF Boys Ink Trousers,72,2024-12-01,0.0
ALF Boys Ink Trousers,72,2025-01-01,15.0
ALF Boys Ink Trousers,72,2025-02-01,3.0
ALF Boys Ink Trousers,72,2025-03-01,1.0
ALF Boys Ink Trousers,72,2025-04-01,0.0
ALF Boys Ink Trousers,72,2025-05-01,1.0
ALF Boys Ink Trousers,76,2022-01-01,5.0
ALF Boys Ink Trousers,76,2022-02-01,4.0
ALF Boys Ink Trousers,76,2022-03-01,1.0
ALF Boys Ink Trousers,76,2022-04-01,0.0
ALF Boys Ink Trousers,76,2022-05-01,6.0
ALF Boys Ink Trousers,76,2022-06-01,8.0
ALF Boys Ink Trousers,76,2022-07-01,1.0
ALF Boys Ink Trousers,76,2022-08-01,1.0
ALF Boys Ink Trousers,76,2022-09-01,1.0
ALF Boys Ink Trousers,76,2022-10-01,1.0
ALF Boys Ink Trousers,76,2022-11-01,2.0
ALF Boys Ink Trousers,76,2022-12-01,0.0
ALF Boys Ink Trousers,76,2023-01-01,16.0
ALF Boys Ink Trousers,76,2023-02-01,4.0
ALF Boys Ink Trousers,76,2023-03-01,3.0
ALF Boys Ink Trousers,76,2023-04-01,2.0
ALF Boys Ink Trousers,76,2023-05-01,-1.0
ALF Boys Ink Trousers,76,2023-06-01,2.0
ALF Boys Ink Trousers,76,2023-07-01,6.0
ALF Boys Ink Trousers,76,2023-08-01,2.0
ALF Boys Ink Trousers,76,2023-09-01,1.0
ALF Boys Ink Trousers,76,2023-10-01,2.0
ALF Boys Ink Trousers,76,2023-11-01,1.0
ALF Boys Ink Trousers,76,2023-12-01,1.0
ALF Boys Ink Trousers,76,2024-01-01,18.0
